District Name,K-12,SchoolYearId
Meridian CUSD 15,935,2019
Decatur SD 61,8139,2019
Bement CUSD 5,283,2019
Monticello CUSD 25,1583,2019
Deland-Weldon CUSD 57,197,2019
Cerro Gordo CUSD 100,454,2019
Calhoun CUSD 40,447,2019
Brussels CUSD 42,119,2019
Carrollton CUSD 1,497,2019
North Greene CUSD 3,804,2019
Greenfield CUSD 10,401,2019
Jersey CUSD 100,2388,2019
Carlinville CUSD 1,1360,2019
Northwestern CUSD 2,320,2019
Mount Olive CUSD 5,410,2019
Staunton CUSD 6,1231,2019
Gillespie CUSD 7,1205,2019
Bunker Hill CUSD 8,548,2019
Southwestern CUSD 9,1331,2019
North Mac CUSD 34,1214,2019
Roxana CUSD 1,1737,2019
Triad CUSD 2,3652,2019
Venice CUSD 3,66,2019
Highland CUSD 5,2759,2019
Edwardsville CUSD 7,7398,2019
Bethalto CUSD 8,2355,2019
Granite City CUSD 9,5707,2019
Collinsville CUSD 10,6118,2019
Alton CUSD 11,5921,2019
Madison CUSD 12,644,2019
East Alton SD 13,658,2019
East Alton-Wood River CHSD 14,598,2019
Wood River-Hartford ESD 15,623,2019
Nippersink SD 2,1110,2019
Fox River Grove Cons SD 3,388,2019
Johnsburg CUSD 12,1684,2019
McHenry CCSD 15,4219,2019
Riley CCSD 18,292,2019
Alden Hebron SD 19,379,2019
Cary CCSD 26,2343,2019
Harrison SD 36,358,2019
Prairie Grove CSD 46,644,2019
Crystal Lake CCSD 47,7192,2019
Harvard CUSD 50,2538,2019
Marengo CHSD 154,665,2019
CHSD 155,5978,2019
McHenry CHSD 156,2143,2019
Richmond-Burton CHSD 157,636,2019
Huntley Community School District 158,9067,2019
Marengo-Union E Cons D 165,958,2019
Woodstock CUSD 200,5947,2019
Valmeyer CUSD 3,405,2019
Columbia CUSD 4,1941,2019
Waterloo CUSD 5,2609,2019
Coulterville USD 1,194,2019
Red Bud CUSD 132,960,2019
Prairie Du Rocher CCSD 134,123,2019
Steeleville CUSD 138,401,2019
Chester CUSD 139,943,2019
Sparta CUSD 140,1139,2019
Dixon USD 170,2590,2019
Steward ESD 220,68,2019
Paw Paw CUSD 271,179,2019
Amboy CUSD 272,684,2019
Ashton-Franklin Center CUSD 275,486,2019
Kings Cons SD 144,86,2019
Creston CCSD 161,85,2019
Rochelle Twp HSD 212,859,2019
Oregon CUSD 220,1359,2019
Forrestville Valley CUSD 221,762,2019
Polo CUSD 222,551,2019
Meridian CUSD 223,1571,2019
Byron CUSD 226,1468,2019
Rochelle CCSD 231,1451,2019
Eswood CCSD 269,74,2019
Erie CUSD 1,589,2019
River Bend CUSD 2,890,2019
Prophetstown-Lyndon-Tampico CUSD3,695,2019
Sterling CUSD 5,3181,2019
Morrison CUSD 6,957,2019
Rock Falls ESD 13,845,2019
East Coloma - Nelson CESD 20,245,2019
Montmorency CCSD 145,226,2019
Rock Falls Twp HSD 301,654,2019
Pleasant Valley SD 62,428,2019
Norwood ESD 63,404,2019
Bartonville SD 66,270,2019
Oak Grove SD 68  Bartonville,258,2019
Pleasant Hill SD 69,215,2019
Monroe SD 70,314,2019
Peoria SD 150,12352,2019
Farmington Central CUSD 265,1260,2019
Brimfield CUSD 309,626,2019
Limestone CHSD 310,972,2019
Limestone Walters CCSD 316,185,2019
Il Valley Central USD 321,1946,2019
Elmwood CUSD 322,653,2019
Dunlap CUSD 323,4401,2019
Peoria Heights CUSD 325,683,2019
Princeville CUSD 326,706,2019
Illini Bluffs CUSD 327,852,2019
Hollis Cons SD 328,150,2019
Hampton SD 29,212,2019
United Twp HSD 30,1678,2019
Silvis SD 34,581,2019
Carbon Cliff-Barstow SD 36,256,2019
East Moline SD 37,2567,2019
Moline-Coal Valley CUSD 40,6962,2019
Rock Island SD 41,5845,2019
Riverdale CUSD 100,1076,2019
Sherrard CUSD 200,1343,2019
Rockridge CUSD 300,1048,2019
Lebanon CUSD 9,528,2019
Mascoutah CUD 19,3887,2019
St Libory Cons SD 30,64,2019
Marissa CUSD 40,510,2019
New Athens CUSD 60,470,2019
Freeburg CCSD 70,753,2019
Freeburg CHSD 77,655,2019
Shiloh Village SD 85,541,2019
O Fallon CCSD 90,3631,2019
Central SD 104,552,2019
Pontiac-W Holliday SD 105,654,2019
Grant CCSD 110,564,2019
Wolf Branch SD 113,732,2019
Whiteside SD 115,1196,2019
High Mount SD 116,384,2019
Belleville SD 118,3541,2019
Belle Valley SD 119,982,2019
Smithton CCSD 130,538,2019
Millstadt CCSD 160,692,2019
Harmony Emge SD 175,699,2019
Signal Hill SD 181,313,2019
Cahokia CUSD 187,3220,2019
Brooklyn UD 188,143,2019
East St Louis SD 189,4867,2019
Dupo CUSD 196,909,2019
Belleville Twp HSD 201,4674,2019
O Fallon Twp HSD 203,2402,2019
Greenview CUSD 200,192,2019
Porta CUSD 202,1013,2019
Athens CUSD 213,1041,2019
Tri City CUSD 1,516,2019
Rochester CUSD 3A,2203,2019
Ball Chatham CUSD 5,4631,2019
Pleasant Plains CUSD 8,1238,2019
Auburn CUSD 10,1221,2019
Pawnee CUSD 11,560,2019
Riverton CUSD 14,1313,2019
Williamsville CUSD 15,1472,2019
New Berlin CUSD 16,866,2019
Springfield SD 186,13192,2019
Havana CUSD 126,850,2019
Illini Central CUSD 189,622,2019
Midwest Central CUSD 191,862,2019
District 50 Schools,686,2019
Central SD 51,1365,2019
Washington SD 52,907,2019
Creve Coeur SD 76,554,2019
Robein SD 85,158,2019
East Peoria SD 86,1489,2019
Rankin CSD 98,226,2019
N Pekin & Marquette Hght SD 102,479,2019
Pekin PSD 108,3359,2019
South Pekin SD 137,195,2019
Pekin CSD 303,1821,2019
Washington CHSD 308,1369,2019
East Peoria CHSD 309,976,2019
Spring Lake CCSD 606,48,2019
Deer Creek-Mackinaw CUSD 701,1001,2019
Tremont CUSD 702,980,2019
Delavan CUSD 703,445,2019
Morton CUSD 709,3015,2019
Metamora CCSD 1,871,2019
Riverview CCSD 2,208,2019
Fieldcrest CUSD 6,922,2019
El Paso-Gridley CUSD 11,1175,2019
Lowpoint-Washburn CUSD 21,320,2019
Roanoke Benson CUSD 60,495,2019
Germantown Hills SD 69,801,2019
County of Woodford School,997,2019
Eureka CUD 140,1534,2019
Bismarck Henning CUSD,565,2019
Westville CUSD 2,1272,2019
Georgetown-Ridge Farm CUD 4,916,2019
Rossville-Alvin CUSD 7,277,2019
Potomac CUSD 10,143,2019
Hoopeston Area CUSD 11,1129,2019
Armstrong-Ellis Cons SD 61,72,2019
Oakwood CUSD 76,937,2019
Danville CCSD 118,5218,2019
Armstrong Twp HSD 225,134,2019
Salt Fork Community Unit District  512,865,2019
Channahon SD 17,1184,2019
Troy CCSD 30C,3983,2019
Homer CCSD 33C,3693,2019
Laraway CCSD 70C,372,2019
Union SD 81,101,2019
Rockdale SD 84,278,2019
Joliet PSD 86,10752,2019
Chaney-Monge SD 88,434,2019
Richland GSD 88A,880,2019
Fairmont SD 89,303,2019
Taft SD 90,278,2019
Lockport SD 91,582,2019
Will County SD 92,1441,2019
Manhattan SD 114,1466,2019
New Lenox SD 122,5094,2019
Frankfort CCSD 157C,2470,2019
Mokena SD 159,1497,2019
Summit Hill SD 161,2770,2019
Beecher CUSD 200U,1024,2019
Crete Monee CUSD 201U,4349,2019
Plainfield SD 202,25638,2019
Elwood CCSD 203,317,2019
Joliet Twp HSD 204,6749,2019
Lockport Twp HSD 205,3757,2019
Peotone CUSD 207U,1356,2019
Wilmington CUSD 209U,1208,2019
Lincoln Way CHSD 210,6811,2019
Reed Custer CUSD 255U,1361,2019
Valley View CUSD 365U,15751,2019
IDJJ Sch Dist 428,233,2019
Paris Cooperative High School,559,2019
John C Dunham STEM Partnership School,194,2019
Bismarck Henning Rossville Alvin Cooperative High School,337,2019
Dept of Human Services,227,2019
ISU  Laboratory Schools,1012,2019
University of Ill Lab School,319,2019
Illinois Mathematics & Science Academy,644,2019
CUSD 4,633,2020
Beardstown CUSD 15,1354,2020
A-C Central CUSD 262,358,2020
Triopia CUSD 27,364,2020
Jacksonville SD 117,3006,2020
Griggsville-Perry CUSD 4,332,2020
Bond/Christian/Effingham/Fayette/Montgomery ROE,167,2020
South Fork SD 14,284,2020
Brownstown CUSD 201,332,2020
Ramsey CUSD 204,382,2020
Panhandle CUSD 2,445,2020
Hillsboro CUSD 3,1489,2020
North Boone CUSD 200,1534,2020
Rockton SD 140,1538,2020
Pecatonica CUSD 321,877,2020
Region 05 North Cook ISC 1,434,2020
Palatine CCSD 15,11325,2020
Prospect Heights SD 23,1403,2020
Northbrook SD 28,1757,2020
Northbrook/Glenview SD 30,1178,2020
West Northfield SD 31,814,2020
Glencoe SD 35,1174,2020
Evanston CCSD 65,7352,2020
Skokie SD 69,1602,2020
Skokie SD 73-5,986,2020
NW Suburban Spec Educ Org,370,2020
Payson CUSD 1,494,2020
Central CUSD 3,838,2020
Franklin CUSD 1,280,2020
Four Rivers Spec Educ Dist,68,2020
Pleasant Hill CUSD 3,279,2020
Pikeland CUSD 10,1105,2020
Scott-Morgan CUSD 2,205,2020
Mulberry Grove CUSD 1,360,2020
Edinburg CUSD 4,223,2020
Pana CUSD 8,1172,2020
Altamont CUSD 10,649,2020
Teutopolis CUSD 50,1025,2020
Boone/Winnebago ROE,607,2020
Harlem UD 122,6063,2020
Prairie Hill CCSD 133,683,2020
Winnebago County Spec Educ Coop,1,2020
Hononegah CHD 207,1926,2020
County of Winnebago SD 320,853,2020
Durand CUSD 322,594,2020
Arlington Heights SD 25,5402,2020
Glenview CCSD 34,4416,2020
Wilmette SD 39,3463,2020
CCSD 62,4158,2020
Park Ridge CCSD 64,4613,2020
Evanston Dists 65/202 Jnt Agr,66,2020
Golf ESD 67,713,2020
Adam/Brwn/Cass/Morgn/Pik/Sctt ROE,267,2020
Liberty CUSD 2,594,2020
Brown County CUSD 1,665,2020
Waverly CUSD 6,342,2020
Meredosia-Chambersburg CUSD 11,176,2020
Winchester CUSD 1,556,2020
Beecher City CUSD 20,291,2020
Dieterich CUSD 30,527,2020
Litchfield CUSD 12,1275,2020
Nokomis CUSD 22,562,2020
Shirland CCSD 134,98,2020
Rockford SD 205,25797,2020
Winnebago CUSD 323,1292,2020
Wheeling CCSD 21,5765,2020
River Trails SD 26,1523,2020
Sunset Ridge SD 29,468,2020
Winnetka SD 36,1642,2020
Kenilworth SD 38,456,2020
Comm Cons SD 59,6118,2020
Skokie SD 68,1691,2020
Niles ESD 71,574,2020
Fairview SD 72,714,2020
Evanston Twp HSD 202,3620,2020
New Trier Twp HSD 203,4040,2020
Mannheim SD 83,2485,2020
Franklin Park SD 84,1307,2020
Quincy SD 172,6017,2020
Virginia CUSD 64,297,2020
Western CUSD 12,462,2020
Bond County CUSD 2,1633,2020
Morrisonville CUSD 1,264,2020
Taylorville CUSD 3,2240,2020
Effingham CUSD 40,2370,2020
St Elmo CUSD 202,404,2020
Vandalia CUSD 203,1373,2020
Belvidere CUSD 100,7456,2020
Kinnikinnick CCSD 131,1711,2020
Northbrook ESD 27,1273,2020
Avoca SD 37,713,2020
Schaumburg CCSD 54,15003,2020
Mount Prospect SD 57,2235,2020
East Maine SD 63,3239,2020
Morton Grove SD 70,867,2020
Lincolnwood SD 74,1182,2020
Maine Township HSD 207,6275,2020
Niles Twp HSD 219,4592,2020
Region 06 West Cook ISC 2,492,2020
Norridge SD 80,1015,2020
Union Ridge SD 86,567,2020
River Forest SD 90,1430,2020
Oak Park ESD 97,5860,2020
Berwyn South SD 100,3300,2020
Western Springs SD 101,1441,2020
East Prairie SD 73,469,2020
Township HSD 211,11855,2020
Township HSD 214,11774,2020
Northfield Twp HSD 225,5201,2020
Rosemont ESD 78,183,2020
Pennoyer SD 79,397,2020
Schiller Park SD 81,1297,2020
River Grove SD 85-5,741,2020
Berkeley SD 87,2373,2020
Lyons SD 103,2194,2020
LaGrange Highlands SD 106,876,2020
Lagrange Area Dept Spec Ed-Ladse,53,2020
Proviso Area Exceptional Child,383,2020
Region 07 South Cook ISC 4,300,2020
Indian Springs SD 109,2468,2020
North Palos SD 117,3152,2020
Palos Heights SD 128,647,2020
W Harvey-Dixmoor PSD 147,804,2020
Dolton SD 148,1959,2020
Dolton SD 149,2455,2020
Burnham SD 154-5,169,2020
Brookwood SD 167,1115,2020
CCSD 168,1184,2020
Ford Heights SD 169,377,2020
Thornton Fractional Twp HSD 215,3356,2020
Rich Twp HSD 227,2667,2020
Speed SEJA #802,312,2020
Bellwood SD 88,2159,2020
Maywood-Melrose Park-Broadview 89,4358,2020
Forest Park SD 91,667,2020
Lindop SD 92,359,2020
Westchester SD 92-5,1065,2020
Hillside SD 93,405,2020
Berwyn North SD 98,2635,2020
La Grange SD 102,3004,2020
La Grange SD 105 South,1259,2020
J S Morton HSD 201,8054,2020
Lyons Twp HSD 204,3989,2020
Riverside-Brookfield Twp SD 208,1639,2020
Proviso Twp HSD 209,4244,2020
Lemont-Bromberek CSD 113A,2247,2020
Palos CCSD 118,1925,2020
Alsip-Hazlgrn-Oaklwn SD 126,1505,2020
Chicago Ridge SD 127-5,1257,2020
Calumet Public SD 132,990,2020
Orland SD 135,5015,2020
Posen-Robbins ESD 143-5,1283,2020
CCSD 146,2245,2020
Calumet City SD 155,994,2020
ESD 159,1725,2020
Country Club Hills SD 160,1265,2020
Chicago Heights SD 170,2695,2020
Lemont Twp HSD 210,1380,2020
West Carroll CUSD 314,948,2020
Niles Twp District for Spec Educ,99,2020
Rhodes SD 84-5,548,2020
Komarek SD 94,465,2020
Brookfield Lagrange Park SD 95,1260,2020
Riverside SD 96,1652,2020
Cicero SD 99,10259,2020
Pleasantdale SD 107,785,2020
Oak Park - River Forest SD 200,3396,2020
Ridgewood CHSD 234,848,2020
Willow Springs SD 108,349,2020
Burbank SD 111,3411,2020
Oak Lawn-Hometown SD 123,3077,2020
Evergreen Park ESD 124,1814,2020
Atwood Heights SD 125,555,2020
Worth SD 127,1030,2020
Kirby SD 140,3453,2020
Forest Ridge SD 142,1541,2020
Southwest Cook Coop Spec Ed,309,2020
Prairie-Hills ESD 144,2650,2020
Arbor Park SD 145,1168,2020
South Holland SD 150,926,2020
South Holland SD 151,1523,2020
Harvey SD 152,1689,2020
Hazel Crest SD 152-5,827,2020
Thornton SD 154,226,2020
Flossmoor SD 161,2252,2020
Leyden CHSD 212,3396,2020
Elmwood Park CUSD 401,2696,2020
Summit SD 104,1532,2020
Central Stickney SD 110,336,2020
Ridgeland SD 122,2211,2020
Eisenhower Cooperative,258,2020
Cook County SD 130,3129,2020
Gen George Patton SD 133,218,2020
Midlothian SD 143,1605,2020
Exc Children Have Opportunities,601,2020
Homewood SD 153,1899,2020
Lincoln ESD 156,849,2020
Hoover-Schrum Memorial SD 157,817,2020
Lansing SD 158,2569,2020
Matteson ESD 162,2382,2020
Park Forest SD 163,1558,2020
Sunnybrook SD 171,967,2020
Argo CHSD 217,1934,2020
CHSD 218,5342,2020
Reavis Twp HSD 220,1908,2020
Oak Lawn CHSD 229,1842,2020
Cons HSD 230,7441,2020
Evergreen Park CHSD 231,819,2020
Homewood Flossmoor CHSD 233,2796,2020
Southland College Prep Charter High School,557,2020
Orangeville CUSD 203,288,2020
A E R O  Spec Educ Coop,200,2020
Carroll/Jo Daviess/Stephenson ROE,71,2020
East Dubuque USD 119,599,2020
Warren CUSD 205,356,2020
Freeport SD 145,3571,2020
Dakota CUSD 201,793,2020
Lena Winslow CUSD 202,781,2020
Champaign/Ford ROE,165,2020
Fisher CUSD 1,595,2020
Champaign CUSD 4,9870,2020
Heritage CUSD 8,388,2020
Urbana SD 116,4097,2020
Thomasboro CCSD 130,147,2020
Ludlow CCSD 142,54,2020
St Joseph CCSD 169,765,2020
Gibson City-Melvin-Sibley CUSD 5,953,2020
Clk/Cls/Cmbn/Dglas/Edgr/Mltr/Shlb,175,2020
Marshall CUSD 2C,1248,2020
Martinsville CUSD 3C,357,2020
Cumberland CUSD 77,982,2020
Tuscola CUSD 301,933,2020
Arthur CUSD 305,1060,2020
Paris Cooperative High School,552,2020
Sullivan CUSD 300,1104,2020
Shelbyville CUSD 4,1114,2020
North Clay CUSD 25,550,2020
Galena USD 120,775,2020
Stockton CUSD 206,539,2020
River Ridge CUSD 210,443,2020
Northwest Sp Ed Cooperative,22,2020
Scales Mound CUSD 211,236,2020
Pearl City CUSD 200,402,2020
Mahomet-Seymour CUSD 3,3160,2020
St Joseph Ogden CHSD 305,446,2020
Mattoon CUSD 2,2971,2020
Oakland CUSD 5,238,2020
Neoga CUSD 3,534,2020
Shiloh CUSD 1,321,2020
Kansas CUSD 3,173,2020
Paris CUSD 4,417,2020
Paris-Union SD 95,778,2020
Okaw Valley CUSD 302,465,2020
Central A & M CUD 21,680,2020
Flora CUSD 35,1222,2020
Hutsonville CUSD 1,288,2020
Robinson CUSD 2,1516,2020
Oblong CUSD 4,554,2020
Clintn/Jeffrsn/Marin/Washngtn ROE,102,2020
Bartelso SD 57,157,2020
North Wamac SD 186,123,2020
Summersville SD 79,265,2020
Spring Garden Community Consolidated School District 178,229,2020
Sandridge SD 172,319,2020
Steger SD 194,1424,2020
Thornton Twp HSD 205,4722,2020
Bloom Twp HSD 206,2788,2020
Bremen CHSD 228,4970,2020
Eastland CUSD 308,628,2020
Chadwick-Milledgeville CUSD 399,397,2020
Gifford CCSD 188,167,2020
Prairieview-Ogden CCSD 197,245,2020
Paxton-Buckley-Loda CUD 10,1295,2020
Casey-Westfield CUSD 4C,810,2020
Charleston CUSD 1,2531,2020
Eastern IL Area of Spec Educ,303,2020
Edgar County CUD 6,289,2020
Windsor CUSD 1,331,2020
Stewardson-Strasburg CUD 5A,356,2020
Wesclin CUSD 3,1300,2020
Damiansville SD 62,86,2020
Central CHSD 71,619,2020
Opdyke-Belle-Rive CCSD 5,125,2020
Grand Prairie CCSD 6,76,2020
McClellan CCSD 12,55,2020
Farrington CCSD 99,58,2020
Mt Vernon Twp HSD 201,1157,2020
Selmaville CCSD 10,266,2020
Centralia SD 135,1183,2020
Tolono CUSD 7,1535,2020
Rantoul City SD 137,1680,2020
Rantoul Township HSD 193,784,2020
Villa Grove CUSD 302,607,2020
Arcola CUSD 306,624,2020
Cowden-Herrick CUSD 3A,326,2020
Clay/Cwford/Jsper/Lwrnce/Rhland,60,2020
Clay City CUSD 10,295,2020
Palestine CUSD 3,256,2020
Red Hill CUSD 10,893,2020
Lawrence County CUD 20,1127,2020
Richland County CUSD 1,2154,2020
Germantown SD 60,217,2020
Albers SD 63,175,2020
Waltonville CUSD 1,340,2020
Rome CCSD 2,368,2020
Field CCSD 3,241,2020
Bethel SD 82,172,2020
Kell Cons SD 2,100,2020
Central City SD 133,340,2020
Centralia HSD 200,874,2020
South Central CUD 401,616,2020
Odin PSD 722,195,2020
Kaskaskia Spec Educ District,135,2020
Nashville CCSD 49,531,2020
City of Chicago SD 299,336629,2020
Woodlawn Unit School District 209,471,2020
Bluford Unit School District 318,361,2020
Franklin-Jefferson Co Sp Ed Dist,44,2020
Iuka CCSD 7,198,2020
Patoka CUSD 100,226,2020
Salem SD 111,944,2020
Sandoval CUSD 501,416,2020
Oakdale CCSD 1,67,2020
West Washington Co CUD 10,519,2020
Irvington CCSD 11,53,2020
Amandla Charter School,188,2020
Bronzeville Academy Chtr School,318,2020
Betty Shabazz  International Charter School,578,2020
Intrinsic 2 Charter High School,90,2020
Urban Prep West Charter School,100,2020
Genoa Kingston CUSD 424,1566,2020
Hiawatha CUSD 426,416,2020
DeKalb CUSD 428,6309,2020
Sandwich CUSD 430,1851,2020
Livingston Co Spec Services Unit,39,2020
Prairie Central CUSD 8,1656,2020
Pontiac CCSD 429,1091,2020
Saunemin CCSD 438,93,2020
Hartsburg Emden CUSD 21,200,2020
Mt Pulaski CUSD 23,478,2020
LeRoy CUSD 2,740,2020
South Eastern Sp Ed Program,1,2020
Jasper County CUD 1,1182,2020
Carlyle CUSD 1,961,2020
Breese ESD 12,596,2020
Aviston SD 21,353,2020
Willow Grove SD 46,151,2020
St Rose SD 14-15,166,2020
Mount Vernon SD 80,1367,2020
Raccoon Cons SD 1,203,2020
Sycamore CUSD 427,3674,2020
Tri Point CUSD 6-J,330,2020
Flanagan-Cornell Dist 74,295,2020
Rooks Creek CCSD 425,52,2020
Lincoln ESD 27,1051,2020
New Holland-Middletown ED 88,86,2020
McLean County USD 5,12563,2020
Ridgeview CUSD 19,552,2020
DuPage ROE,348,2020
Bensenville SD 2,2045,2020
Bloomingdale SD 13,1341,2020
Marquardt SD 15,2361,2020
Queen Bee SD 16,1682,2020
Keeneyville SD 20,1333,2020
Benjamin SD 25,585,2020
Winfield SD 34,274,2020
Center Cass SD 66,1059,2020
Salem CHSD 600,647,2020
Ashley CCSD 15,119,2020
Nashville CHSD 99,421,2020
Crawford-Lawrence Educ Serv Reg,16,2020
De Kalb ROE,29,2020
Indian Creek CUSD 425,698,2020
Hinckley Big Rock CUSD 429,691,2020
Somonauk CUSD 432,788,2020
Clinton CUSD 15,1650,2020
Blue Ridge CUSD 18,629,2020
Woodland CUSD 5,449,2020
Pontiac Twp HSD 90,662,2020
Cornell CCSD 426,103,2020
Odell CCSD 435,142,2020
West Lincoln-Broadwell ESD 92,188,2020
Bloomington SD 87,4911,2020
Addison SD 4,3676,2020
Medinah SD 11,621,2020
Roselle SD 12,690,2020
Lombard SD 44,2982,2020
SD 45 DuPage County,3130,2020
Downers Grove GSD 58,4849,2020
Cass SD 63,724,2020
Woodridge SD 68,2776,2020
CCSD 89,2191,2020
Fenton CHSD 100,1430,2020
Naperville CUSD 203,16095,2020
Horizon Science Acad-McKinley Park Charter Sch,817,2020
Horizon Science Acad-Belmont Charter Sch,551,2020
DeWitt/Livingstn/Logan/McLean ROE,302,2020
Dwight Twp HSD 230,228,2020
Dwight Common SD 232,466,2020
Chester-East Lincoln CCSD 61,259,2020
Lincoln CHSD 404,809,2020
Heyworth CUSD 4,873,2020
Olympia CUSD 16,1647,2020
Wood Dale SD 7,949,2020
Itasca SD 10,988,2020
West Chicago ESD 33,3585,2020
Glen Ellyn SD 41,3439,2020
Butler SD 53,489,2020
Gower SD 62,812,2020
Hinsdale Twp HSD 86,4146,2020
DuPage HSD 88,3923,2020
Lake Park CHSD 108,2499,2020
Elmhurst SD 205,8305,2020
Edw/Glt/Hlt/Hdn/Pop/Sln/Wbh/Wn/Wh ROE,46,2020
Hardin County CUSD 1,501,2020
Allendale CCSD 17,129,2020
Wayne City CUSD 100,494,2020
Fairfield PSD 112,584,2020
Zeigler-Royalton CUSD 188,521,2020
New Simpson Hill SD 32,216,2020
CHSD 94,1952,2020
Hinsdale CCSD 181,3630,2020
Indian Prairie CUSD 204,26233,2020
Hamilton Co CUSD 10,1064,2020
Pope Co CUD 1,473,2020
Galatia CUSD 1,405,2020
Carrier Mills-Stonefort CUSD 2,415,2020
Grayville CUSD 1,259,2020
Norris City-Omaha-Enfield CUSD 3,663,2020
Carmi-White County CUSD 5,1327,2020
Benton Cons HSD 103,552,2020
Frankfort CUSD 168,1522,2020
Goreville CUD 1,573,2020
Grundy/Kendall ROE,233,2020
Nettle Creek CCSD 24C,81,2020
Morris SD 54,1095,2020
Braceville SD 75,106,2020
Morris CHSD 101,858,2020
Lisbon CCSD 90,121,2020
Yorkville CUSD 115,6122,2020
Carthage ESD 317,413,2020
Nauvoo-Colusa CUSD 325,223,2020
Dallas ESD 327,173,2020
La Harpe CSD 347,193,2020
Bushnell Prairie City CUSD 170,561,2020
Spring Valley CCSD 99,582,2020
Tri Valley CUSD 3,1052,2020
Lexington CUSD 7,482,2020
Philip J Rock Center and School,9,2020
Salt Creek SD 48,468,2020
Maercker SD 60,1357,2020
Darien SD 61,1315,2020
Glenbard Twp HSD 87,8032,2020
CCSD 93,3279,2020
CHSD 99,4890,2020
CCSD 180,492,2020
CUSD 200,12072,2020
CUSD 201,1291,2020
Lisle CUSD 202,1370,2020
North DuPage Sp Ed Cooperative,162,2020
Harrisburg CUSD 3,1785,2020
Wabash CUSD 348,1426,2020
New Hope CCSD 6,183,2020
North Wayne CUSD 200,362,2020
Fairfield Comm H S Dist 225,419,2020
Benton CCSD 47,1099,2020
Ewing Northern CCSD 115,194,2020
Thompsonville CUSD 174,298,2020
Sesser-Valier CUSD 196,588,2020
Vienna SD 55,362,2020
Massac UD 1,1941,2020
Carterville CUSD 5,2151,2020
Williamson Co Spec Educ District,20,2020
Coal City CUSD 1,2039,2020
Saratoga CCSD 60C,734,2020
Grundy County Spec Educ Coop,76,2020
Minooka CCSD 201,4547,2020
Plano CUSD 88,2215,2020
Hancck/Fultn/Schuylr/McDonogh ROE,73,2020
CUSD 3 Fulton County,381,2020
Spoon River Valley CUSD 4,268,2020
Macomb CUSD 185,1925,2020
Malden CCSD 84,80,2020
Dalzell SD 98,60,2020
Ohio CHSD 505,35,2020
AlWood CUSD 225,340,2020
Cambridge CUSD 227,431,2020
Kewanee CUSD 229,1750,2020
Henry-Stark County Spec Ed Dist,48,2020
Cairo USD 1,276,2020
Egyptian CUSD 5,346,2020
Carbondale ESD 95,1433,2020
Unity Point CCSD 140,576,2020
Carbondale CHSD 165,989,2020
Pinckneyville CHSD 101,425,2020
Du Quoin CUSD 300,1393,2020
Cobden SUD 17,488,2020
Kane ROE,780,2020
St Charles CUSD 303,11939,2020
Buncombe Cons SD 43,65,2020
Marion CUSD 2,3766,2020
Herrin CUSD 4,2282,2020
Gardner S Wilmington Twp HSD 73,201,2020
Minooka CHSD 111,2638,2020
Newark CHSD 18,154,2020
Newark CCSD 66,234,2020
CUSD 308,17133,2020
V I T CUSD 2,296,2020
Canton Union SD 66,2232,2020
Illini West H S Dist 307,301,2020
Warsaw CUSD 316,364,2020
Hamilton CCSD 328,547,2020
West Central IL Spec Educ Coop,88,2020
West Prairie CUSD 103,572,2020
Ladd CCSD 94,179,2020
Princeton HSD 500,535,2020
Hall HSD 502,419,2020
Galva CUSD 224,448,2020
Wethersfield CUSD 230,529,2020
Stark County CUSD 100,641,2020
DeSoto Cons SD 86,187,2020
Murphysboro CUSD 186,1860,2020
Lick Creek CCSD 16,133,2020
Anna CCSD 37,611,2020
Dongola USD 66,252,2020
School Assn For Special Educ,334,2020
Edwards County CUSD 1,858,2020
Gallatin CUSD 7,664,2020
Eldorado CUSD 4,1073,2020
Geff CCSD 14,84,2020
Jasper CCSD 17,185,2020
Wabash & Ohio Valley Sp Ed Dist,81,2020
Frankln/Johnsn/Massc/Willimsn ROE,102,2020
Akin CCSD 91,88,2020
Christopher USD 99,713,2020
Cypress SD 64,100,2020
Vienna HSD 133,362,2020
Joppa-Maple Grove UD 38,223,2020
Johnston City CUSD 1,1035,2020
Crab Orchard CUSD 3,482,2020
Mazon-Verona-Kinsman ESD 2C,301,2020
Gardner CCSD 72C,159,2020
South Wilmington CCSD 74,78,2020
Astoria CUSD 1,275,2020
Lewistown CUSD 97,578,2020
Southeastern CUSD 337,411,2020
Schuyler-Industry CUSD 5,912,2020
Bureau/Henry/Stark ROE,24,2020
Ohio CCSD 17,70,2020
La Moille CUSD 303,208,2020
Bureau Valley CUSD 340,976,2020
Annawan CUSD 226,319,2020
Trico CUSD 176,840,2020
Tri-County Sp Ed Jnt Agreement,194,2020
Elverado CUSD 196,363,2020
Tamaroa School Dist 5,84,2020
Century CUSD 100,340,2020
Batavia USD 101,5365,2020
Aurora West USD 129,11250,2020
Kaneland CUSD 302,4168,2020
Iroquois/Kankakee ROE,170,2020
Central CUSD 4,939,2020
Iroquois West CUSD 10,877,2020
Momence CUSD 1,954,2020
Manteno CUSD 5,1874,2020
Bourbonnais SD 53,2364,2020
St Anne CCSD 256,290,2020
Pembroke CCSD 259,158,2020
Williamsfield CUSD 210,269,2020
Zion ESD 6,2233,2020
Grass Lake SD 36,149,2020
