District Name,K-12,SchoolYearId
Adam/Brwn/Cass/Morgn/Pik/Sctt ROE,135,2018
Payson CUSD 1,524,2018
Liberty CUSD 2,566,2018
Central CUSD 3,864,2018
CUSD 4,657,2018
Quincy SD 172,5969,2018
Brown County CUSD 1,658,2018
Beardstown CUSD 15,1432,2018
Virginia CUSD 64,265,2018
A-C Central CUSD 262,412,2018
Franklin CUSD 1,282,2018
Waverly CUSD 6,353,2018
Meredosia-Chambersburg CUSD 11,181,2018
Triopia CUSD 27,346,2018
Jacksonville SD 117,3160,2018
Four Rivers Spec Educ Dist,52,2018
Pleasant Hill CUSD 3,284,2018
Griggsville-Perry CUSD 4,339,2018
Pikeland CUSD 10,1186,2018
Western CUSD 12,500,2018
Winchester CUSD 1,578,2018
Scott-Morgan CUSD 2,207,2018
Bond/Christian/Effingham/Fayette/Montgomery ROE,104,2018
Mulberry Grove CUSD 1,401,2018
Bond County CUSD 2,1709,2018
Morrisonville CUSD 1,301,2018
Taylorville CUSD 3,2380,2018
Edinburg CUSD 4,253,2018
Pana CUSD 8,1239,2018
South Fork SD 14,295,2018
Altamont CUSD 10,625,2018
Beecher City CUSD 20,271,2018
Dieterich CUSD 30,492,2018
Effingham CUSD 40,2429,2018
Teutopolis CUSD 50,1006,2018
Brownstown CUSD 201,338,2018
St Elmo CUSD 202,410,2018
Vandalia CUSD 203,1393,2018
Ramsey CUSD 204,412,2018
Panhandle CUSD 2,450,2018
Hillsboro CUSD 3,1573,2018
Litchfield CUSD 12,1321,2018
Nokomis CUSD 22,563,2018
Boone/Winnebago ROE,390,2018
Belvidere CUSD 100,7815,2018
North Boone CUSD 200,1581,2018
Harlem UD 122,6396,2018
Kinnikinnick CCSD 131,1631,2018
Prairie Hill CCSD 133,692,2018
Shirland CCSD 134,104,2018
Rockton SD 140,1519,2018
Rockford SD 205,26040,2018
Hononegah CHD 207,2010,2018
County of Winnebago SD 320,893,2018
Pecatonica CUSD 321,860,2018
Durand CUSD 322,576,2018
Winnebago CUSD 323,1342,2018
Region 05 North Cook ISC 1,25,2018
Palatine CCSD 15,11835,2018
Wheeling CCSD 21,6059,2018
Prospect Heights SD 23,1506,2018
Arlington Heights SD 25,5434,2018
River Trails SD 26,1449,2018
Northbrook ESD 27,1233,2018
Northbrook SD 28,1757,2018
Sunset Ridge SD 29,470,2018
Northbrook/Glenview SD 30,1153,2018
West Northfield SD 31,858,2018
Glenview CCSD 34,4669,2018
Glencoe SD 35,1195,2018
Winnetka SD 36,1645,2018
Avoca SD 37,718,2018
Kenilworth SD 38,450,2018
Wilmette SD 39,3538,2018
Schaumburg CCSD 54,14437,2018
Mount Prospect SD 57,2232,2018
Comm Cons SD 59,6455,2018
CCSD 62,4305,2018
East Maine SD 63,3223,2018
Park Ridge CCSD 64,4557,2018
Evanston CCSD 65,7563,2018
Evanston Dists 65/202 Jnt Agr,61,2018
Golf ESD 67,634,2018
Skokie SD 68,1792,2018
Skokie SD 69,1600,2018
Morton Grove SD 70,878,2018
Niles ESD 71,545,2018
Fairview SD 72,719,2018
East Prairie SD 73,467,2018
Skokie SD 73-5,983,2018
Lincolnwood SD 74,1167,2018
Evanston Twp HSD 202,3514,2018
New Trier Twp HSD 203,3952,2018
Maine Township HSD 207,6353,2018
Township HSD 211,11762,2018
Township HSD 214,11952,2018
Niles Twp HSD 219,4567,2018
Northfield Twp HSD 225,5140,2018
NW Suburban Spec Educ Org,389,2018
Region 06 West Cook ISC 2,193,2018
Rosemont ESD 78,207,2018
Pennoyer SD 79,408,2018
Norridge SD 80,1081,2018
Schiller Park SD 81,1341,2018
Mannheim SD 83,2487,2018
Franklin Park SD 84,1276,2018
Rhodes SD 84-5,617,2018
River Grove SD 85-5,723,2018
Union Ridge SD 86,565,2018
Berkeley SD 87,2526,2018
Bellwood SD 88,2245,2018
Maywood-Melrose Park-Broadview 89,4718,2018
River Forest SD 90,1394,2018
Forest Park SD 91,747,2018
Lindop SD 92,366,2018
Westchester SD 92-5,1125,2018
Hillside SD 93,446,2018
Komarek SD 94,517,2018
Brookfield Lagrange Park SD 95,1143,2018
Riverside SD 96,1655,2018
Oak Park ESD 97,5981,2018
Berwyn North SD 98,2791,2018
Cicero SD 99,11390,2018
Berwyn South SD 100,3560,2018
Western Springs SD 101,1414,2018
La Grange SD 102,3002,2018
Lyons SD 103,2283,2018
La Grange SD 105 South,1288,2018
LaGrange Highlands SD 106,860,2018
Pleasantdale SD 107,771,2018
Oak Park - River Forest SD 200,3415,2018
J S Morton HSD 201,8287,2018
Lyons Twp HSD 204,4065,2018
Riverside-Brookfield Twp SD 208,1632,2018
Proviso Twp HSD 209,4259,2018
Leyden CHSD 212,3455,2018
Ridgewood CHSD 234,871,2018
Elmwood Park CUSD 401,2758,2018
Proviso Area Exceptional Child,368,2018
Region 07 South Cook ISC 4,74,2018
Summit SD 104,1615,2018
Willow Springs SD 108,383,2018
Indian Springs SD 109,2648,2018
Central Stickney SD 110,365,2018
Burbank SD 111,3515,2018
Lemont-Bromberek CSD 113A,2103,2018
North Palos SD 117,3135,2018
Palos CCSD 118,1900,2018
Ridgeland SD 122,2141,2018
Oak Lawn-Hometown SD 123,3085,2018
Evergreen Park ESD 124,1797,2018
Atwood Heights SD 125,600,2018
Alsip-Hazlgrn-Oaklwn SD 126,1523,2018
Worth SD 127,1102,2018
Chicago Ridge SD 127-5,1310,2018
Eisenhower Cooperative,197,2018
Palos Heights SD 128,628,2018
Cook County SD 130,3300,2018
Calumet Public SD 132,1013,2018
Gen George Patton SD 133,222,2018
Orland SD 135,4963,2018
Kirby SD 140,3431,2018
Forest Ridge SD 142,1564,2018
Southwest Cook Coop Spec Ed,323,2018
Midlothian SD 143,1692,2018
Posen-Robbins ESD 143-5,1411,2018
Prairie-Hills ESD 144,2549,2018
Arbor Park SD 145,1251,2018
CCSD 146,2249,2018
W Harvey-Dixmoor PSD 147,933,2018
Dolton SD 148,1973,2018
Dolton SD 149,2513,2018
South Holland SD 150,914,2018
Exc Children Have Opportunities,569,2018
South Holland SD 151,1423,2018
Harvey SD 152,1806,2018
Hazel Crest SD 152-5,899,2018
Homewood SD 153,1929,2018
Thornton SD 154,251,2018
Burnham SD 154-5,180,2018
Calumet City SD 155,1028,2018
Lincoln ESD 156,880,2018
Hoover-Schrum Memorial SD 157,814,2018
Lansing SD 158,2528,2018
ESD 159,1764,2018
Country Club Hills SD 160,1156,2018
Flossmoor SD 161,2283,2018
Matteson ESD 162,2543,2018
Park Forest SD 163,1677,2018
Brookwood SD 167,1061,2018
CCSD 168,1285,2018
Ford Heights SD 169,398,2018
Chicago Heights SD 170,2940,2018
Sunnybrook SD 171,1028,2018
Sandridge SD 172,344,2018
Steger SD 194,1448,2018
Thornton Twp HSD 205,4982,2018
Bloom Twp HSD 206,3026,2018
Lemont Twp HSD 210,1407,2018
Thornton Fractional Twp HSD 215,3373,2018
Argo CHSD 217,1921,2018
CHSD 218,5405,2018
Reavis Twp HSD 220,1809,2018
Rich Twp HSD 227,2949,2018
Bremen CHSD 228,4956,2018
Oak Lawn CHSD 229,1831,2018
Cons HSD 230,7285,2018
Evergreen Park CHSD 231,835,2018
Homewood Flossmoor CHSD 233,2786,2018
A E R O  Spec Educ Coop,157,2018
Southland College Prep Charter High School,533,2018
Carroll/Jo Daviess/Stephenson ROE,73,2018
Eastland CUSD 308,599,2018
West Carroll CUSD 314,1019,2018
Chadwick-Milledgeville CUSD 399,428,2018
East Dubuque USD 119,617,2018
Galena USD 120,796,2018
Warren CUSD 205,370,2018
Stockton CUSD 206,563,2018
River Ridge CUSD 210,471,2018
Northwest Sp Ed Cooperative,17,2018
Scales Mound CUSD 211,232,2018
Freeport SD 145,3813,2018
Pearl City CUSD 200,426,2018
Dakota CUSD 201,796,2018
Lena Winslow CUSD 202,761,2018
Orangeville CUSD 203,306,2018
Champaign/Ford ROE,94,2018
Fisher CUSD 1,621,2018
Mahomet-Seymour CUSD 3,3047,2018
Champaign CUSD 4,9717,2018
Tolono CUSD 7,1600,2018
Heritage CUSD 8,450,2018
Urbana SD 116,4269,2018
Thomasboro CCSD 130,143,2018
Rantoul City SD 137,1614,2018
Ludlow CCSD 142,70,2018
St Joseph CCSD 169,801,2018
Gifford CCSD 188,198,2018
Rantoul Township HSD 193,751,2018
Prairieview-Ogden CCSD 197,255,2018
St Joseph Ogden CHSD 305,468,2018
Rural Champaign Co Spec Ed Coop,3,2018
Gibson City-Melvin-Sibley CUSD 5,961,2018
Paxton-Buckley-Loda CUD 10,1330,2018
Clk/Cls/Cmbn/Dglas/Edgr/Mltr/Shlb,169,2018
Marshall CUSD 2C,1273,2018
Martinsville CUSD 3C,383,2018
Casey-Westfield CUSD 4C,827,2018
Charleston CUSD 1,2591,2018
Mattoon CUSD 2,3241,2018
Oakland CUSD 5,246,2018
Eastern IL Area of Spec Educ,254,2018
Neoga CUSD 3,556,2018
Cumberland CUSD 77,973,2018
Tuscola CUSD 301,911,2018
Villa Grove CUSD 302,637,2018
Arthur CUSD 305,1123,2018
Arcola CUSD 306,656,2018
Shiloh CUSD 1,351,2018
Kansas CUSD 3,198,2018
Paris CUSD 4,420,2018
Edgar County CUD 6,305,2018
Paris-Union SD 95,869,2018
Paris Cooperative High School,581,2018
Sullivan CUSD 300,1109,2018
Okaw Valley CUSD 302,466,2018
Windsor CUSD 1,331,2018
Cowden-Herrick CUSD 3A,352,2018
Shelbyville CUSD 4,1122,2018
Stewardson-Strasburg CUD 5A,351,2018
Central A & M CUD 21,674,2018
Clay/Cwford/Jsper/Lwrnce/Rhland,43,2018
Clay City CUSD 10,299,2018
North Clay CUSD 25,601,2018
Flora CUSD 35,1265,2018
Hutsonville CUSD 1,327,2018
Robinson CUSD 2,1502,2018
Palestine CUSD 3,269,2018
Oblong CUSD 4,573,2018
South Eastern Sp Ed Program,0,2018
Jasper County CUD 1,1290,2018
Red Hill CUSD 10,881,2018
Lawrence County CUD 20,1126,2018
Richland County CUSD 1,2197,2018
Clintn/Jeffrsn/Marin/Washngtn ROE,114,2018
Carlyle CUSD 1,1024,2018
Wesclin CUSD 3,1292,2018
Breese ESD 12,555,2018
Aviston SD 21,351,2018
Willow Grove SD 46,145,2018
Bartelso SD 57,163,2018
Germantown SD 60,242,2018
Damiansville SD 62,80,2018
Albers SD 63,194,2018
Central CHSD 71,592,2018
St Rose SD 14-15,146,2018
North Wamac SD 186,121,2018
Waltonville CUSD 1,334,2018
Rome CCSD 2,341,2018
Field CCSD 3,226,2018
Opdyke-Belle-Rive CCSD 5,144,2018
Grand Prairie CCSD 6,77,2018
McClellan CCSD 12,56,2018
Summersville SD 79,256,2018
Mount Vernon SD 80,1275,2018
Bethel SD 82,171,2018
Farrington CCSD 99,48,2018
Spring Garden Community Consolidated School District 178,227,2018
Mt Vernon Twp HSD 201,1162,2018
Woodlawn Unit School District 209,470,2018
Bluford Unit School District 318,348,2018
Franklin-Jefferson Co Sp Ed Dist,24,2018
Raccoon Cons SD 1,230,2018
Kell Cons SD 2,98,2018
Iuka CCSD 7,202,2018
Selmaville CCSD 10,273,2018
Patoka CUSD 100,227,2018
Salem SD 111,898,2018
Central City SD 133,309,2018
Centralia SD 135,1243,2018
Centralia HSD 200,906,2018
South Central CUD 401,606,2018
Sandoval CUSD 501,442,2018
Salem CHSD 600,686,2018
Odin PSD 722,239,2018
Kaskaskia Spec Educ District,116,2018
Oakdale CCSD 1,74,2018
West Washington Co CUD 10,542,2018
Irvington CCSD 11,57,2018
Ashley CCSD 15,138,2018
Nashville CCSD 49,495,2018
Nashville CHSD 99,400,2018
City of Chicago SD 299,353271,2018
Horizon Science Acad-McKinley Park Charter Sch,790,2018
Horizon Science Acad-Belmont Charter Sch,516,2018
Amandla Charter School,245,2018
Bronzeville Academy Chtr School,197,2018
Betty Shabazz  International Charter School,546,2018
De Kalb ROE,21,2018
Genoa Kingston CUSD 424,1652,2018
Indian Creek CUSD 425,681,2018
Hiawatha CUSD 426,478,2018
Sycamore CUSD 427,3689,2018
DeKalb CUSD 428,6353,2018
Hinckley Big Rock CUSD 429,655,2018
Sandwich CUSD 430,1995,2018
Somonauk CUSD 432,798,2018
DeWitt/Livingstn/Logan/McLean ROE,242,2018
Clinton CUSD 15,1765,2018
Blue Ridge CUSD 18,684,2018
Livingston Co Spec Services Unit,40,2018
Woodland CUSD 5,474,2018
Tri Point CUSD 6-J,347,2018
Prairie Central CUSD 8,1748,2018
Flanagan-Cornell Dist 74,327,2018
Pontiac Twp HSD 90,651,2018
Dwight Twp HSD 230,251,2018
Dwight Common SD 232,461,2018
Rooks Creek CCSD 425,47,2018
Cornell CCSD 426,108,2018
Pontiac CCSD 429,1114,2018
Odell CCSD 435,135,2018
Saunemin CCSD 438,114,2018
Hartsburg Emden CUSD 21,202,2018
Mt Pulaski CUSD 23,485,2018
Lincoln ESD 27,1075,2018
Chester-East Lincoln CCSD 61,265,2018
New Holland-Middletown ED 88,100,2018
West Lincoln-Broadwell ESD 92,200,2018
Lincoln CHSD 404,826,2018
LeRoy CUSD 2,754,2018
Tri Valley CUSD 3,1050,2018
Heyworth CUSD 4,863,2018
McLean County USD 5,12956,2018
Lexington CUSD 7,486,2018
Olympia CUSD 16,1699,2018
Ridgeview CUSD 19,556,2018
Bloomington SD 87,5042,2018
DuPage ROE,35,2018
Bensenville SD 2,2100,2018
Addison SD 4,3877,2018
Wood Dale SD 7,963,2018
Itasca SD 10,1002,2018
Medinah SD 11,615,2018
Roselle SD 12,627,2018
Bloomingdale SD 13,1383,2018
Marquardt SD 15,2503,2018
Queen Bee SD 16,1719,2018
Keeneyville SD 20,1510,2018
Philip J Rock Center and School,7,2018
Benjamin SD 25,583,2018
West Chicago ESD 33,3968,2018
Winfield SD 34,272,2018
Glen Ellyn SD 41,3414,2018
Lombard SD 44,3043,2018
SD 45 DuPage County,3295,2018
Salt Creek SD 48,460,2018
Butler SD 53,520,2018
Downers Grove GSD 58,4976,2018
Maercker SD 60,1429,2018
Darien SD 61,1419,2018
Gower SD 62,826,2018
Cass SD 63,689,2018
Center Cass SD 66,1038,2018
Woodridge SD 68,2877,2018
Hinsdale Twp HSD 86,4358,2018
Glenbard Twp HSD 87,8136,2018
DuPage HSD 88,3935,2018
CCSD 89,2104,2018
CCSD 93,3494,2018
CHSD 94,2078,2018
CHSD 99,4929,2018
Fenton CHSD 100,1483,2018
Lake Park CHSD 108,2600,2018
CCSD 180,541,2018
Hinsdale CCSD 181,3702,2018
CUSD 200,12572,2018
CUSD 201,1276,2018
Lisle CUSD 202,1414,2018
Naperville CUSD 203,16259,2018
Indian Prairie CUSD 204,27178,2018
Elmhurst SD 205,8280,2018
North DuPage Sp Ed Cooperative,46,2018
School Assn For Special Educ,354,2018
Edw/Glt/Hlt/Hdn/Pop/Sln/Wbh/Wn/Wh ROE,44,2018
Edwards County CUSD 1,882,2018
Gallatin CUSD 7,713,2018
Hamilton Co CUSD 10,1154,2018
Hardin County CUSD 1,550,2018
Pope Co CUD 1,504,2018
Galatia CUSD 1,403,2018
Carrier Mills-Stonefort CUSD 2,407,2018
Harrisburg CUSD 3,1830,2018
Eldorado CUSD 4,1103,2018
Allendale CCSD 17,122,2018
Wabash CUSD 348,1387,2018
New Hope CCSD 6,166,2018
Geff CCSD 14,100,2018
Jasper CCSD 17,168,2018
Wayne City CUSD 100,516,2018
Fairfield PSD 112,586,2018
North Wayne CUSD 200,364,2018
Fairfield Comm H S Dist 225,426,2018
Grayville CUSD 1,280,2018
Norris City-Omaha-Enfield CUSD 3,688,2018
Carmi-White County CUSD 5,1327,2018
Wabash & Ohio Valley Sp Ed Dist,60,2018
Frankln/Johnsn/Massc/Willimsn ROE,101,2018
Benton CCSD 47,1089,2018
Akin CCSD 91,70,2018
Christopher USD 99,732,2018
Benton Cons HSD 103,548,2018
Ewing Northern CCSD 115,198,2018
Frankfort CUSD 168,1642,2018
Thompsonville CUSD 174,304,2018
Zeigler-Royalton CUSD 188,568,2018
Sesser-Valier CUSD 196,603,2018
Goreville CUD 1,556,2018
New Simpson Hill SD 32,211,2018
Buncombe Cons SD 43,62,2018
Vienna SD 55,387,2018
Cypress SD 64,102,2018
Vienna HSD 133,380,2018
Massac UD 1,2010,2018
Joppa-Maple Grove UD 38,249,2018
Johnston City CUSD 1,1038,2018
Marion CUSD 2,3819,2018
Crab Orchard CUSD 3,471,2018
Herrin CUSD 4,2344,2018
Carterville CUSD 5,2135,2018
Williamson Co Spec Educ District,19,2018
Grundy/Kendall ROE,151,2018
Coal City CUSD 1,2105,2018
Mazon-Verona-Kinsman ESD 2C,298,2018
Nettle Creek CCSD 24C,86,2018
Morris SD 54,1114,2018
Saratoga CCSD 60C,756,2018
Gardner CCSD 72C,186,2018
Gardner S Wilmington Twp HSD 73,185,2018
South Wilmington CCSD 74,87,2018
Braceville SD 75,117,2018
Morris CHSD 101,861,2018
Grundy County Spec Educ Coop,33,2018
Minooka CHSD 111,2738,2018
Minooka CCSD 201,4482,2018
Newark CHSD 18,168,2018
Newark CCSD 66,263,2018
Plano CUSD 88,2289,2018
Lisbon CCSD 90,112,2018
Yorkville CUSD 115,6061,2018
CUSD 308,17548,2018
Hancck/Fultn/Schuylr/McDonogh ROE,52,2018
Astoria CUSD 1,323,2018
V I T CUSD 2,338,2018
CUSD 3 Fulton County,405,2018
Spoon River Valley CUSD 4,305,2018
Canton Union SD 66,2363,2018
Lewistown CUSD 97,607,2018
Illini West H S Dist 307,333,2018
Warsaw CUSD 316,395,2018
Carthage ESD 317,413,2018
Nauvoo-Colusa CUSD 325,226,2018
Dallas ESD 327,163,2018
Hamilton CCSD 328,561,2018
Southeastern CUSD 337,443,2018
La Harpe CSD 347,190,2018
West Central IL Spec Educ Coop,80,2018
West Prairie CUSD 103,554,2018
Bushnell Prairie City CUSD 170,633,2018
Macomb CUSD 185,1938,2018
Schuyler-Industry CUSD 5,978,2018
Bureau/Henry/Stark ROE,4,2018
Ohio CCSD 17,69,2018
Malden CCSD 84,83,2018
Ladd CCSD 94,192,2018
Dalzell SD 98,58,2018
Spring Valley CCSD 99,570,2018
DePue USD 103,394,2018
Princeton ESD 115,1020,2018
La Moille CUSD 303,222,2018
Bureau Valley CUSD 340,1044,2018
Princeton HSD 500,531,2018
Hall HSD 502,438,2018
Ohio CHSD 505,35,2018
Colona SD 190,408,2018
Orion CUSD 223,1017,2018
Galva CUSD 224,474,2018
AlWood CUSD 225,361,2018
Annawan CUSD 226,327,2018
Cambridge CUSD 227,432,2018
Geneseo CUSD 228,2545,2018
Kewanee CUSD 229,1798,2018
Wethersfield CUSD 230,547,2018
Henry-Stark County Spec Ed Dist,54,2018
Bradford CUSD 1,131,2018
Stark County CUSD 100,681,2018
Alxndr/Jcksn/Pulsk/Prry/Union ROE,23,2018
Cairo USD 1,343,2018
Egyptian CUSD 5,392,2018
DeSoto Cons SD 86,198,2018
Carbondale ESD 95,1395,2018
Giant City CCSD 130,189,2018
Unity Point CCSD 140,613,2018
Carbondale CHSD 165,991,2018
Trico CUSD 176,896,2018
Murphysboro CUSD 186,1922,2018
Tri-County Sp Ed Jnt Agreement,154,2018
Elverado CUSD 196,375,2018
Tamaroa School Dist 5,96,2018
Pinckneyville SD 50,544,2018
Pinckneyville CHSD 101,433,2018
CCSD 204,147,2018
Du Quoin CUSD 300,1414,2018
Century CUSD 100,364,2018
Meridian CUSD 101,412,2018
Jamp Spec Educ Services,13,2018
Lick Creek CCSD 16,127,2018
Cobden SUD 17,483,2018
Anna CCSD 37,646,2018
County of Union Sch Dist No43,407,2018
Dongola USD 66,258,2018
Anna Jonesboro CHSD 81,518,2018
Shawnee CUSD 84,302,2018
Kane ROE,614,2018
SD U-46,37692,2018
Batavia USD 101,5675,2018
Aurora West USD 129,11746,2018
Aurora East USD 131,13412,2018
CUSD 300,20288,2018
Central CUSD 301,4075,2018
Kaneland CUSD 302,4345,2018
St Charles CUSD 303,12158,2018
Mid-Valley Special Ed Coop,48,2018
Geneva CUSD 304,5706,2018
John C Dunham STEM Partnership School,198,2018
Iroquois/Kankakee ROE,104,2018
Donovan CUSD 3,278,2018
Central CUSD 4,1014,2018
Cissna Park CUSD 6,301,2018
Iroquois County CUSD 9,960,2018
Iroquois West CUSD 10,959,2018
Milford Area Public Schools District 124,561,2018
Crescent Iroquois CUSD 249,81,2018
Iroquois Special Education,11,2018
Momence CUSD 1,1012,2018
Herscher CUSD 2,1649,2018
Manteno CUSD 5,2030,2018
Grant Park CUSD 6,474,2018
Bourbonnais SD 53,2343,2018
Bradley SD 61,1370,2018
Kankakee SD 111,4662,2018
St Anne CCSD 256,309,2018
St George CCSD 258,440,2018
Pembroke CCSD 259,189,2018
St Anne CHSD 302,217,2018
Bradley Bourbonnais CHSD 307,2047,2018
Kankakee Area Spec Educ Coop,3,2018
Henderson/Knox/Mercer/Warren ROE,43,2018
West Central CUSD 235,728,2018
Knoxville CUSD 202,1041,2018
Galesburg CUSD 205,4156,2018
R O W V A CUSD 208,557,2018
Williamsfield CUSD 210,239,2018
Abingdon-Avon CUSD 276,901,2018
Mercer County School District 404,1255,2018
Monmouth-Roseville CUSD 238,1573,2018
United CUSD 304,883,2018
Lake ROE,31,2018
Winthrop Harbor SD 1,540,2018
Beach Park CCSD 3,2113,2018
Zion ESD 6,2410,2018
Millburn CCSD 24,1166,2018
Emmons SD 33,299,2018
Antioch CCSD 34,2678,2018
Grass Lake SD 36,168,2018
Gavin SD 37,762,2018
Big Hollow SD 38,1723,2018
Lake Villa CCSD 41,2532,2018
Grayslake CCSD 46,3677,2018
Woodland CCSD 50,5440,2018
Gurnee SD 56,1992,2018
Waukegan CUSD 60,15735,2018
Lake Bluff ESD 65,865,2018
Lake Forest SD 67,1668,2018
Oak Grove SD 68,914,2018
Libertyville SD 70,2322,2018
Rondout SD 72,127,2018
Hawthorn CCSD 73,4075,2018
Mundelein ESD 75,1560,2018
Diamond Lake SD 76,913,2018
Fremont SD 79,2105,2018
Lake Zurich CUSD 95,5621,2018
Kildeer Countryside CCSD 96,3205,2018
Aptakisic-Tripp CCSD 102,2268,2018
Lincolnshire-Prairieview SD 103,1777,2018
Bannockburn SD 106,157,2018
Deerfield SD 109,2867,2018
North Shore SD 112,3747,2018
Twp HSD 113,3650,2018
Fox Lake GSD 114,707,2018
Lake Forest CHSD 115,1624,2018
Round Lake CUSD 116,6893,2018
CHSD 117,2733,2018
Wauconda CUSD 118,4529,2018
Mundelein Cons HSD 120,1989,2018
Warren Twp HSD 121,4086,2018
Grant CHSD 124,1803,2018
Adlai E Stevenson HSD 125,4226,2018
Zion-Benton Twp HSD 126,2599,2018
Grayslake CHSD 127,2857,2018
CHSD 128,3363,2018
North Chicago SD 187,3251,2018
Barrington CUSD 220,8435,2018
Northern Suburban Spec Ed Dist,197,2018
Spec Educ Dist Lake County/Sedol,623,2018
Prairie Crossing Charter School,431,2018
LEARN Charter 9 Campus in Waukegan,391,2018
La Salle/Marshall/Putnam ROE,39,2018
LaSalle Putnam Alliance,53,2018
Leland CUSD 1,256,2018
Serena CUSD 2,651,2018
Earlville CUSD 9,401,2018
Dimmick Community Consolidated SD #175,160,2018
Streator Twp HSD 40,879,2018
Streator ESD 44,1493,2018
Allen-Otter Creek CCSD 65,90,2018
Tonica CCSD 79,163,2018
Deer Park CCSD 82,84,2018
Grand Ridge CCSD 95,199,2018
La Salle-Peru Twp HSD 120,1227,2018
La Salle ESD 122,844,2018
Peru ESD 124,861,2018
Oglesby ESD 125,441,2018
Ottawa Twp HSD 140,1343,2018
Ottawa ESD 141,1844,2018
Marseilles ESD 150,467,2018
Seneca Twp HSD 160,460,2018
Seneca CCSD 170,447,2018
Waltham CCSD 185,225,2018
Wallace CCSD 195,330,2018
Miller Twp CCSD 210,187,2018
Rutland CCSD 230,72,2018
Mendota Twp HSD 280,557,2018
Mendota CCSD 289,1090,2018
Lostant CUSD 425,58,2018
Henry-Senachwine CUSD 5,520,2018
Midland CUSD 7,673,2018
Putnam County CUSD 535,796,2018
Macon/Piatt ROE,129,2018
Argenta-Oreana CUSD 1,884,2018
Maroa Forsyth CUSD 2,1142,2018
Mt Zion CUSD 3,2390,2018
Sangamon Valley CUSD 9,687,2018
Warrensburg-Latham CUSD 11,900,2018
Meridian CUSD 15,962,2018
Decatur SD 61,8267,2018
Macon-Piatt Spec Educ Jnt Agr,49,2018
Bement CUSD 5,291,2018
Monticello CUSD 25,1561,2018
Deland-Weldon CUSD 57,182,2018
Cerro Gordo CUSD 100,466,2018
Calhoun/Greene/Jersy/Macoupin ROE,37,2018
Calhoun CUSD 40,456,2018
Brussels CUSD 42,125,2018
Carrollton CUSD 1,513,2018
North Greene CUSD 3,793,2018
Greenfield CUSD 10,406,2018
Jersey CUSD 100,2369,2018
Carlinville CUSD 1,1395,2018
Northwestern CUSD 2,324,2018
Mount Olive CUSD 5,434,2018
Staunton CUSD 6,1230,2018
Gillespie CUSD 7,1232,2018
Bunker Hill CUSD 8,551,2018
Southwestern CUSD 9,1343,2018
North Mac CUSD 34,1241,2018
Madison ROE,54,2018
Roxana CUSD 1,1773,2018
Triad CUSD 2,3656,2018
Venice CUSD 3,66,2018
Highland CUSD 5,2756,2018
Edwardsville CUSD 7,7375,2018
Bethalto CUSD 8,2418,2018
Granite City CUSD 9,5939,2018
Collinsville CUSD 10,6187,2018
Alton CUSD 11,6092,2018
Madison CUSD 12,669,2018
East Alton SD 13,683,2018
East Alton-Wood River CHSD 14,562,2018
Wood River-Hartford ESD 15,639,2018
McHenry ROE,19,2018
Nippersink SD 2,1137,2018
Fox River Grove Cons SD 3,412,2018
Johnsburg CUSD 12,1754,2018
McHenry CCSD 15,4339,2018
Riley CCSD 18,290,2018
Alden Hebron SD 19,377,2018
Cary CCSD 26,2349,2018
Harrison SD 36,355,2018
Prairie Grove CSD 46,648,2018
Crystal Lake CCSD 47,7347,2018
Harvard CUSD 50,2550,2018
Marengo CHSD 154,701,2018
CHSD 155,6113,2018
McHenry CHSD 156,2221,2018
Richmond-Burton CHSD 157,666,2018
Huntley Community School District 158,9374,2018
Marengo-Union E Cons D 165,945,2018
Woodstock CUSD 200,6035,2018
Monroe/Randolph ROE,83,2018
Valmeyer CUSD 3,436,2018
Columbia CUSD 4,1981,2018
Waterloo CUSD 5,2577,2018
Coulterville USD 1,207,2018
Red Bud CUSD 132,949,2018
Perandoe Spec Educ District,68,2018
Prairie Du Rocher CCSD 134,125,2018
Steeleville CUSD 138,445,2018
Chester CUSD 139,929,2018
Sparta CUSD 140,1150,2018
Lee/Ogle/Whiteside ROE,76,2018
Dixon USD 170,2591,2018
Lee County Spec Educ Assoc,5,2018
Steward ESD 220,64,2018
Paw Paw CUSD 271,193,2018
Amboy CUSD 272,684,2018
Ashton-Franklin Center CUSD 275,498,2018
Kings Cons SD 144,80,2018
Creston CCSD 161,88,2018
Rochelle Twp HSD 212,906,2018
Oregon CUSD 220,1348,2018
Forrestville Valley CUSD 221,797,2018
Polo CUSD 222,521,2018
Meridian CUSD 223,1618,2018
Byron CUSD 226,1493,2018
Rochelle CCSD 231,1497,2018
Eswood CCSD 269,78,2018
Ogle Co Education Cooperative,34,2018
Bi-County Special Educ Coop,69,2018
Erie CUSD 1,586,2018
River Bend CUSD 2,898,2018
Prophetstown-Lyndon-Tampico CUSD3,741,2018
Sterling CUSD 5,3246,2018
Morrison CUSD 6,995,2018
Rock Falls ESD 13,915,2018
East Coloma - Nelson CESD 20,260,2018
Montmorency CCSD 145,249,2018
Rock Falls Twp HSD 301,647,2018
Peoria ROE,82,2018
Spec Educ Assoc of Peoria County,51,2018
Pleasant Valley SD 62,449,2018
Norwood ESD 63,390,2018
Bartonville SD 66,259,2018
Oak Grove SD 68,275,2018
Pleasant Hill SD 69,213,2018
Monroe SD 70,287,2018
